config,trie_type,group_depth,pebble_block_size_kb,benchmark,run,block_number,gas_used,tx_count,execution_ms,state_read_ms,state_hash_ms,commit_ms,total_ms,mgas_per_sec,accounts_read,storage_slots_read,code_read,code_bytes_read,accounts_written,accounts_deleted,storage_slots_written,storage_slots_deleted,code_written,code_bytes_written,account_cache_hits,account_cache_misses,account_cache_hit_rate,storage_cache_hits,storage_cache_misses,storage_cache_hit_rate,code_cache_hits,code_cache_misses,code_cache_hit_rate,code_cache_hit_bytes,code_cache_miss_bytes
mpt,mpt,0,4,erc20_approve,76,64753,93739282,1,33.8137,543.6713,261.9184,23.3662,862.8423,108.6401,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,534,3560,13.04,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,76,64754,21000,1,0.0551,0.5492,0.0803,0.5159,1.2634,16.6219,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,77,64755,90958,2,0.1131,0.2348,0.3674,6.2819,7.0995,12.8118,11,0,0,0,3,0,0,0,1,78,5,6,45.45,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,77,64756,93739282,1,50.8656,605.7378,301.5932,27.7153,985.9965,95.0706,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,634,3460,15.49,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,77,64757,21000,1,0.0603,0.1331,0.0939,0.5506,0.8885,23.6341,6,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,78,64758,90958,2,0.0632,0.1052,0.6471,7.6305,8.4975,10.7041,11,0,0,0,3,0,0,0,1,78,5,6,45.45,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,78,64759,93739282,1,52.3096,604.9406,286.715,35.3927,979.4853,95.7026,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,593,3501,14.48,2,0,100,1422,0
mpt,mpt,0,4,erc20_approve,78,64760,21000,1,0.0489,0.3453,0.0989,0.5884,1.15,18.2603,6,0,0,0,2,0,0,0,0,0,2,4,33.33,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,79,64761,90958,2,0.151,0.0884,1.0782,14.639,16.0121,5.6806,11,0,0,0,3,0,0,0,1,78,4,7,36.36,0,0,0,0,0,0,0,0
mpt,mpt,0,4,erc20_approve,79,64762,93739282,1,44.4682,598.3616,289.6123,22.7362,955.256,98.13,8,4094,2,1422,3,0,4094,0,0,0,3,5,37.5,513,3581,12.53,2,0,100,1422,0
